,enrollee_id,city,city_development_index,gender,relevant_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
269,8524,city_83,0.923,Unknown,Has relevant experience,No enrollment,Graduate,STEM,20,100-500,Funded Startup,1,51,0.0
270,21728,city_57,0.866,Male,Has relevant experience,No enrollment,Masters,STEM,10,100-500,Unknown,1,32,1.0
271,20577,city_21,0.624,Female,No relevant experience,Full time course,High School,Unknown,2,10000+,Pvt Ltd,0,40,0.0
272,3407,city_128,0.527,Unknown,Has relevant experience,No enrollment,Graduate,STEM,6,10-49,Pvt Ltd,1,4,0.0
273,27184,city_28,0.939,Male,Has relevant experience,No enrollment,Masters,STEM,21,Unknown,Unknown,3,54,0.0
274,28845,city_39,0.898,Male,Has relevant experience,No enrollment,Graduate,STEM,14,500-999,Public Sector,1,50,0.0
275,2851,city_102,0.804,Male,Has relevant experience,No enrollment,Graduate,STEM,6,10-49,Pvt Ltd,4,18,0.0
276,485,city_16,0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,12,Unknown,Unknown,1,200,0.0
277,7207,city_114,0.926,Male,Has relevant experience,No enrollment,Masters,STEM,13,100-500,Pvt Ltd,1,107,0.0
278,9005,city_21,0.624,Male,No relevant experience,No enrollment,Masters,STEM,6,100-500,Pvt Ltd,5,200,0.0
279,4532,city_67,0.855,Male,Has relevant experience,No enrollment,High School,Unknown,3,100-500,Funded Startup,1,5,0.0
280,23235,city_103,0.92,Male,Has relevant experience,No enrollment,Phd,STEM,21,0-10,Public Sector,5,21,1.0
281,5403,city_67,0.855,Male,No relevant experience,No enrollment,High School,Unknown,6,Unknown,Pvt Ltd,0,138,1.0
282,8232,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,Arts,17,50-99,Pvt Ltd,3,103,0.0
283,40,city_21,0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,11,5000-9999,Pvt Ltd,0,109,0.0
284,8991,city_160,0.92,Male,No relevant experience,Full time course,Graduate,STEM,3,Unknown,Unknown,1,66,0.0
285,28620,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,5,10000+,Pvt Ltd,0,26,0.0
286,16355,city_21,0.624,Female,Has relevant experience,No enrollment,Masters,STEM,5,10000+,Pvt Ltd,1,72,0.0
287,18340,city_21,0.624,Female,Has relevant experience,Full time course,Graduate,STEM,5,Unknown,Public Sector,1,182,0.0
288,5138,city_19,0.682,Male,No relevant experience,Full time course,Graduate,STEM,2,Unknown,Unknown,0,40,0.0
290,15550,city_16,0.91,Male,Has relevant experience,Full time course,High School,Unknown,3,50-99,Pvt Ltd,1,19,1.0
292,19883,city_23,0.899,Female,Has relevant experience,No enrollment,Graduate,STEM,3,Unknown,Unknown,2,30,0.0
294,27463,city_10,0.895,Unknown,No relevant experience,No enrollment,Masters,STEM,21,100-500,Pvt Ltd,2,62,0.0
296,18285,city_103,0.92,Unknown,Has relevant experience,No enrollment,Masters,STEM,12,50-99,Pvt Ltd,3,26,0.0
297,25415,city_102,0.804,Male,Has relevant experience,Part time course,Graduate,STEM,21,Unknown,Unknown,1,24,0.0
298,9894,city_102,0.804,Male,Has relevant experience,No enrollment,Graduate,Humanities,3,0-10,Pvt Ltd,1,23,0.0
299,15242,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Unknown,Unknown,5,15,0.0
300,8485,city_40,0.7759999999999999,Male,No relevant experience,Full time course,Graduate,STEM,8,Unknown,Unknown,2,31,0.0
301,11982,city_136,0.897,Male,Has relevant experience,No enrollment,Masters,STEM,16,50-99,Unknown,0,27,1.0
302,28370,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Unknown,Unknown,1,112,0.0
304,24941,city_21,0.624,Unknown,No relevant experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,1,56,0.0
306,9562,city_73,0.754,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Unknown,Unknown,1,167,1.0
307,30061,city_16,0.91,Male,Has relevant experience,No enrollment,Masters,STEM,3,10-49,Funded Startup,1,67,1.0
308,2718,city_11,0.55,Male,Has relevant experience,No enrollment,Graduate,STEM,5,50-99,Funded Startup,1,45,0.0
309,24681,city_160,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,1000-4999,Public Sector,5,200,0.0
310,16210,city_73,0.754,Male,Has relevant experience,No enrollment,Masters,STEM,10,100-500,Funded Startup,1,106,0.0
311,1517,city_103,0.92,Male,No relevant experience,Full time course,Graduate,STEM,8,10000+,Pvt Ltd,1,92,1.0
312,29475,city_103,0.92,Male,No relevant experience,Full time course,High School,Unknown,8,500-999,NGO,1,4,1.0
314,26601,city_16,0.91,Male,Has relevant experience,No enrollment,Graduate,Humanities,21,Unknown,Unknown,1,23,0.0
316,30759,city_74,0.579,Male,No relevant experience,No enrollment,Graduate,Other,2,10-49,NGO,1,163,0.0
317,27417,city_103,0.92,Male,Has relevant experience,No enrollment,Masters,STEM,21,10000+,Pvt Ltd,5,100,0.0
318,18983,city_16,0.91,Male,No relevant experience,Full time course,Graduate,STEM,3,Unknown,Pvt Ltd,1,27,0.0
319,32085,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,9,1000-4999,Unknown,2,11,0.0
320,13197,city_103,0.92,Female,Has relevant experience,No enrollment,Graduate,STEM,21,50-99,Pvt Ltd,1,108,0.0
322,19719,city_21,0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,6,50-99,Pvt Ltd,2,77,0.0
323,30046,city_114,0.926,Male,Has relevant experience,Full time course,Masters,STEM,5,1000-4999,Public Sector,1,90,0.0
325,5907,city_149,0.6890000000000001,Unknown,Has relevant experience,No enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,35,0.0
327,10348,city_103,0.92,Male,No relevant experience,No enrollment,Graduate,STEM,18,50-99,Pvt Ltd,5,28,0.0
328,7957,city_152,0.698,Unknown,Has relevant experience,No enrollment,Masters,STEM,15,Unknown,Pvt Ltd,1,42,0.0
329,19058,city_103,0.92,Male,No relevant experience,No enrollment,Masters,STEM,15,Unknown,Pvt Ltd,1,55,0.0
330,19243,city_103,0.92,Unknown,Has relevant experience,No enrollment,Graduate,STEM,19,100-500,Unknown,1,31,0.0
332,15910,city_97,0.925,Male,Has relevant experience,No enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,1,41,1.0
334,20333,city_19,0.682,Female,No relevant experience,No enrollment,Graduate,STEM,3,100-500,NGO,1,83,0.0
335,6816,city_21,0.624,Unknown,Has relevant experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,1,54,0.0
336,26209,city_16,0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,21,500-999,Pvt Ltd,1,13,1.0
337,10803,city_114,0.926,Male,Has relevant experience,No enrollment,Phd,STEM,21,Unknown,Unknown,4,322,0.0
338,26411,city_165,0.903,Male,No relevant experience,No enrollment,Phd,STEM,2,50-99,Public Sector,1,166,0.0
339,31555,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,Business Degree,7,500-999,Pvt Ltd,2,47,0.0
340,15564,city_102,0.804,Male,No relevant experience,No enrollment,Graduate,STEM,14,100-500,Pvt Ltd,2,15,0.0
342,14172,city_103,0.92,Male,Has relevant experience,Full time course,Graduate,Business Degree,21,10-49,Pvt Ltd,3,7,0.0
343,3068,city_21,0.624,Male,No relevant experience,Full time course,Graduate,STEM,3,10000+,Pvt Ltd,1,22,0.0
344,27164,city_16,0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,21,0-10,Pvt Ltd,1,168,0.0
345,20887,city_114,0.926,Male,Has relevant experience,No enrollment,Masters,STEM,6,1000-4999,Pvt Ltd,1,21,1.0
346,27102,city_136,0.897,Male,Has relevant experience,No enrollment,Masters,No Major,8,50-99,Pvt Ltd,1,13,0.0
347,14534,city_114,0.926,Male,Has relevant experience,Part time course,High School,Unknown,6,1000-4999,Pvt Ltd,1,104,0.0
348,9021,city_103,0.92,Unknown,Has relevant experience,No enrollment,Graduate,STEM,21,10-49,Funded Startup,5,248,1.0
350,7615,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,1000-4999,Pvt Ltd,5,10,0.0
351,11392,city_103,0.92,Male,Has relevant experience,No enrollment,Phd,STEM,7,100-500,NGO,2,90,0.0
352,33148,city_21,0.624,Unknown,No relevant experience,No enrollment,Masters,STEM,2,100-500,Pvt Ltd,2,74,0.0
353,20910,city_71,0.884,Other,No relevant experience,Full time course,Graduate,STEM,2,Unknown,Unknown,1,68,0.0
354,20269,city_16,0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,12,10-49,Pvt Ltd,5,144,0.0
356,19946,city_61,0.913,Female,Has relevant experience,No enrollment,Masters,STEM,21,10000+,Pvt Ltd,5,29,0.0
357,29652,city_103,0.92,Unknown,No relevant experience,No enrollment,Graduate,Business Degree,1,50-99,Pvt Ltd,1,12,1.0
358,23770,city_143,0.74,Male,Has relevant experience,No enrollment,Masters,STEM,11,10-49,Pvt Ltd,2,127,0.0
359,24340,city_136,0.897,Male,Has relevant experience,No enrollment,Masters,STEM,9,1000-4999,Pvt Ltd,1,16,1.0
360,18737,city_114,0.926,Male,Has relevant experience,No enrollment,Unknown,Unknown,4,100-500,Pvt Ltd,1,75,0.0
361,24739,city_103,0.92,Female,Has relevant experience,No enrollment,Graduate,STEM,10,10000+,Pvt Ltd,5,20,0.0
362,31072,city_123,0.738,Male,Has relevant experience,No enrollment,Phd,STEM,21,50-99,Pvt Ltd,2,113,1.0
363,32629,city_136,0.897,Male,No relevant experience,Full time course,Graduate,STEM,2,Unknown,Unknown,0,332,0.0
364,4184,city_114,0.926,Female,Has relevant experience,No enrollment,High School,Unknown,4,100-500,Pvt Ltd,0,26,0.0
365,19028,city_100,0.887,Male,No relevant experience,No enrollment,Masters,STEM,9,0-10,Unknown,5,20,0.0
368,25160,city_21,0.624,Unknown,Has relevant experience,Part time course,Masters,STEM,6,10000+,Pvt Ltd,1,35,1.0
369,13000,city_16,0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Unknown,Unknown,5,72,0.0
371,4773,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,5000-9999,Pvt Ltd,5,42,0.0
372,23867,city_114,0.926,Male,No relevant experience,No enrollment,Graduate,Humanities,20,Unknown,Unknown,4,40,1.0
373,25341,city_114,0.926,Unknown,Has relevant experience,Part time course,Graduate,STEM,12,10-49,NGO,1,2,0.0
374,1456,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,15,Unknown,Unknown,4,170,0.0
375,22152,city_103,0.92,Unknown,Has relevant experience,Part time course,Masters,STEM,2,10000+,NGO,1,41,1.0
376,6560,city_23,0.899,Female,Has relevant experience,No enrollment,Graduate,STEM,16,50-99,NGO,1,22,0.0
377,22829,city_27,0.848,Unknown,No relevant experience,No enrollment,Masters,STEM,21,1000-4999,Pvt Ltd,5,8,0.0
378,4745,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,50,0.0
379,22814,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,10-49,Public Sector,5,101,1.0
381,26370,city_73,0.754,Male,Has relevant experience,Part time course,Graduate,STEM,21,10-49,Pvt Ltd,1,20,0.0
382,12695,city_179,0.512,Male,Has relevant experience,No enrollment,Masters,STEM,9,10-49,Pvt Ltd,1,53,1.0
383,11888,city_16,0.91,Male,No relevant experience,Unknown,Graduate,STEM,21,10-49,Pvt Ltd,1,12,0.0
384,319,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,14,50-99,Pvt Ltd,5,76,0.0
385,2510,city_21,0.624,Female,Has relevant experience,Full time course,Graduate,STEM,1,50-99,Pvt Ltd,0,17,0.0
386,5298,city_104,0.924,Unknown,Has relevant experience,No enrollment,Graduate,STEM,10,100-500,NGO,1,7,0.0
387,18400,city_65,0.802,Male,Has relevant experience,Part time course,Masters,STEM,9,500-999,Pvt Ltd,4,61,0.0
388,30849,city_21,0.624,Male,No relevant experience,No enrollment,Masters,STEM,3,5000-9999,Pvt Ltd,1,8,0.0
389,31123,city_16,0.91,Male,Has relevant experience,No enrollment,Graduate,Humanities,13,Unknown,Unknown,1,68,0.0
390,15829,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,10-49,Pvt Ltd,2,15,0.0
391,15578,city_136,0.897,Male,Has relevant experience,No enrollment,Graduate,No Major,14,0-10,Pvt Ltd,5,22,1.0
392,4037,city_103,0.92,Male,Has relevant experience,Full time course,Graduate,STEM,21,50-99,Pvt Ltd,5,23,0.0
393,29658,city_16,0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,21,0-10,Funded Startup,2,87,0.0
394,10171,city_61,0.913,Male,Has relevant experience,No enrollment,Masters,STEM,21,10-49,Pvt Ltd,5,40,0.0
395,1937,city_23,0.899,Male,Has relevant experience,No enrollment,Masters,STEM,21,10000+,Pvt Ltd,4,14,0.0
396,7376,city_75,0.939,Male,Has relevant experience,No enrollment,Graduate,Other,8,500-999,Pvt Ltd,2,128,0.0
397,25243,city_114,0.926,Male,Has relevant experience,No enrollment,High School,Unknown,10,50-99,Pvt Ltd,1,25,0.0
398,9234,city_61,0.913,Unknown,Has relevant experience,No enrollment,Graduate,STEM,21,0-10,Pvt Ltd,3,220,1.0
399,8471,city_114,0.926,Male,Has relevant experience,No enrollment,Graduate,STEM,7,50-99,Pvt Ltd,2,33,0.0
400,5367,city_160,0.92,Female,Has relevant experience,No enrollment,Graduate,STEM,3,1000-4999,Pvt Ltd,2,17,0.0
401,5576,city_75,0.939,Male,Has relevant experience,No enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,2,26,0.0
402,5488,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,19,50-99,Funded Startup,1,4,0.0
403,18306,city_103,0.92,Male,Has relevant experience,No enrollment,High School,Unknown,9,10-49,Early Stage Startup,1,29,0.0
404,2063,city_50,0.8959999999999999,Unknown,Has relevant experience,No enrollment,Graduate,STEM,7,10000+,Public Sector,1,11,0.0
405,14205,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,7,10-49,Unknown,2,23,0.0
406,16490,city_67,0.855,Male,Has relevant experience,No enrollment,Graduate,STEM,8,Unknown,Unknown,1,13,1.0
407,10560,city_36,0.893,Male,Has relevant experience,No enrollment,Graduate,STEM,21,0-10,Pvt Ltd,5,80,0.0
408,23064,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,10,5000-9999,Pvt Ltd,5,250,1.0
409,32545,city_103,0.92,Male,Has relevant experience,No enrollment,Masters,STEM,20,10-49,Early Stage Startup,1,56,0.0
410,29833,city_115,0.789,Female,No relevant experience,No enrollment,Graduate,STEM,2,Unknown,Unknown,0,82,0.0
411,14200,city_160,0.92,Male,Has relevant experience,No enrollment,Primary School,Unknown,21,100-500,Pvt Ltd,1,66,0.0
412,29830,city_21,0.624,Male,Has relevant experience,Part time course,Graduate,STEM,6,Unknown,Unknown,0,16,0.0
414,13869,city_114,0.926,Male,No relevant experience,No enrollment,Phd,STEM,21,1000-4999,Public Sector,5,63,0.0
415,28259,city_114,0.926,Male,Has relevant experience,No enrollment,Graduate,STEM,13,500-999,Pvt Ltd,2,81,1.0
416,9618,city_103,0.92,Female,Has relevant experience,No enrollment,Graduate,Humanities,21,Unknown,Unknown,5,22,0.0
418,27437,city_77,0.83,Male,Has relevant experience,No enrollment,Phd,Business Degree,20,50-99,Pvt Ltd,1,57,0.0
419,17129,city_103,0.92,Male,No relevant experience,Full time course,Masters,STEM,14,Unknown,Unknown,0,136,0.0
420,8349,city_116,0.743,Male,Has relevant experience,No enrollment,Masters,STEM,18,1000-4999,Pvt Ltd,4,72,0.0
421,6179,city_16,0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,10,100-500,Pvt Ltd,2,28,0.0
422,28842,city_136,0.897,Male,No relevant experience,Full time course,Graduate,STEM,7,Unknown,Unknown,1,32,1.0
423,26563,city_41,0.8270000000000001,Male,Has relevant experience,No enrollment,Graduate,STEM,9,5000-9999,Pvt Ltd,2,30,0.0
424,19256,city_103,0.92,Male,No relevant experience,Full time course,Graduate,STEM,4,Unknown,Pvt Ltd,1,40,0.0
425,25579,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,7,1000-4999,NGO,3,35,0.0
426,27521,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,11,1000-4999,Pvt Ltd,5,160,0.0
427,31378,city_16,0.91,Male,Has relevant experience,No enrollment,Masters,Business Degree,21,1000-4999,Pvt Ltd,5,14,0.0
428,14870,city_11,0.55,Male,Has relevant experience,No enrollment,Graduate,STEM,17,1000-4999,Pvt Ltd,1,55,0.0
429,11929,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,10000+,Pvt Ltd,2,68,1.0
430,14585,city_21,0.624,Unknown,Has relevant experience,No enrollment,Graduate,STEM,2,10000+,Pvt Ltd,0,112,0.0
431,32487,city_21,0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,11,10000+,Pvt Ltd,1,25,0.0
432,15593,city_90,0.698,Male,Has relevant experience,No enrollment,Graduate,STEM,14,Unknown,Unknown,1,58,0.0
433,13170,city_103,0.92,Male,Has relevant experience,No enrollment,Masters,STEM,16,50-99,Pvt Ltd,1,196,0.0
434,24544,city_114,0.926,Male,Has relevant experience,No enrollment,Masters,STEM,21,50-99,Pvt Ltd,5,18,0.0
435,11613,city_21,0.624,Male,Has relevant experience,No enrollment,Masters,Business Degree,3,0-10,Pvt Ltd,1,66,0.0
437,28251,city_165,0.903,Other,Has relevant experience,No enrollment,Graduate,Humanities,3,0-10,Pvt Ltd,1,33,0.0
438,4062,city_36,0.893,Male,Has relevant experience,Full time course,Masters,STEM,10,1000-4999,Public Sector,4,42,0.0
439,29018,city_102,0.804,Male,Has relevant experience,No enrollment,Graduate,STEM,13,10-49,Unknown,5,73,1.0
440,26433,city_67,0.855,Unknown,Has relevant experience,Part time course,Graduate,STEM,9,100-500,Pvt Ltd,1,139,0.0
441,5489,city_50,0.8959999999999999,Male,Has relevant experience,No enrollment,Graduate,No Major,15,Unknown,Unknown,5,20,0.0
442,19459,city_160,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Unknown,Unknown,2,43,0.0
443,6017,city_116,0.743,Male,No relevant experience,Full time course,Graduate,STEM,5,100-500,Pvt Ltd,0,102,0.0
444,24261,city_21,0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,3,10000+,Pvt Ltd,1,65,0.0
445,16705,city_102,0.804,Male,Has relevant experience,No enrollment,Graduate,STEM,6,50-99,Pvt Ltd,2,226,1.0
446,16540,city_21,0.624,Male,Has relevant experience,No enrollment,Masters,STEM,16,10000+,Pvt Ltd,1,53,0.0
447,7508,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,1000-4999,Public Sector,4,84,1.0
448,32650,city_173,0.878,Male,No relevant experience,No enrollment,Graduate,Humanities,3,10000+,Pvt Ltd,1,24,0.0
449,21381,city_21,0.624,Unknown,Has relevant experience,No enrollment,Masters,STEM,5,10000+,Pvt Ltd,2,47,0.0
450,9487,city_21,0.624,Male,No relevant experience,Full time course,Graduate,STEM,5,Unknown,Unknown,0,141,0.0
451,9040,city_65,0.802,Male,No relevant experience,No enrollment,Graduate,STEM,3,0-10,Pvt Ltd,2,29,0.0
452,12854,city_114,0.926,Male,Has relevant experience,No enrollment,Graduate,STEM,8,100-500,Pvt Ltd,2,7,1.0
453,32495,city_64,0.6659999999999999,Male,No relevant experience,No enrollment,Graduate,Other,21,Unknown,Unknown,1,105,0.0
454,1622,city_64,0.6659999999999999,Other,No relevant experience,Full time course,Graduate,STEM,9,Unknown,Pvt Ltd,0,16,0.0
455,15660,city_21,0.624,Male,Has relevant experience,Full time course,Graduate,STEM,2,0-10,Pvt Ltd,1,5,0.0
456,4052,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,10000+,Pvt Ltd,5,47,1.0
457,23279,city_46,0.762,Unknown,Has relevant experience,No enrollment,Graduate,STEM,8,50-99,Pvt Ltd,1,104,0.0
458,20286,city_103,0.92,Female,Has relevant experience,Full time course,Masters,STEM,10,50-99,Public Sector,2,40,0.0
459,13832,city_128,0.527,Male,Has relevant experience,Part time course,Graduate,STEM,10,10000+,Pvt Ltd,1,29,0.0
461,31585,city_103,0.92,Female,Has relevant experience,No enrollment,Graduate,STEM,21,500-999,Pvt Ltd,1,24,0.0
462,1249,city_159,0.843,Male,Has relevant experience,No enrollment,Graduate,STEM,10,100-500,NGO,1,94,0.0
463,10843,city_16,0.91,Female,Has relevant experience,No enrollment,Graduate,STEM,8,1000-4999,Pvt Ltd,5,33,0.0
464,9706,city_136,0.897,Male,No relevant experience,No enrollment,Masters,STEM,10,100-500,NGO,5,26,1.0
465,14601,city_21,0.624,Unknown,Has relevant experience,Full time course,Masters,STEM,1,0-10,Unknown,1,14,1.0
467,1148,city_103,0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,11,50-99,NGO,1,190,0.0
468,31284,city_16,0.91,Male,Has relevant experience,Full time course,Masters,STEM,21,10000+,Pvt Ltd,1,39,1.0
469,21383,city_67,0.855,Male,No relevant experience,No enrollment,Masters,STEM,14,Unknown,Unknown,2,150,0.0
470,32156,city_16,0.91,Male,No relevant experience,Full time course,Masters,STEM,14,50-99,Public Sector,1,116,0.0
471,14110,city_103,0.92,Male,No relevant experience,No enrollment,Graduate,STEM,4,10000+,Pvt Ltd,4,48,1.0
473,20872,city_116,0.743,Male,No relevant experience,Full time course,High School,Unknown,6,0-10,Unknown,1,33,0.0
474,14568,city_21,0.624,Male,No relevant experience,No enrollment,Masters,STEM,2,50-99,Pvt Ltd,1,80,0.0
